replay_num,replay_link                                                                              ,player_p1         ,player_p2         ,switch_p1a,switch_p2a,winner,turns
3365      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803190                               ,RodentCollector   ,jlev              ,Tyranitar ,Aerodactyl,2     ,81
3363      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803186                               ,RodentCollector   ,jlev              ,Medicham  ,Vaporeon  ,2     ,20
3362      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803058                               ,salto             ,qsns              ,Tyranitar ,Zapdos    ,2     ,24
3364      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803188                               ,RodentCollector   ,jlev              ,Tyranitar ,Jynx      ,1     ,7
3361      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803056                               ,salto             ,qsns              ,Forretress,Smeargle  ,2     ,44
3367      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-802757                               ,kaboom64          ,Ghost Melone      ,Skarmory  ,Tyranitar ,1     ,47
3368      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803093                               ,Nardgo            ,knexhawk2         ,Skarmory  ,Tyranitar ,1     ,150
3370      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803107                               ,cheesimoon        ,go-go-zeppeli-1890,Metagross ,Zapdos    ,1     ,27
3366      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-802750                               ,Ghost Melone      ,kaboom64          ,Medicham  ,Salamence ,2     ,28
3369      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803097                               ,Nardgo            ,knexhawk2         ,Metagross ,Tyranitar ,1     ,18
3372      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803177                               ,caloominum        ,smokingrocks      ,Zapdos    ,Zapdos    ,1     ,22
3371      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803116                               ,cheesimoon        ,go-go-zeppeli-1890,Metagross ,Snorlax   ,1     ,24
3373      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803178                               ,caloominum        ,smokingrocks      ,Tyranitar ,Tauros    ,1     ,35
3375      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803243                               ,wiilink100        ,voyager           ,Tyranitar ,Zapdos    ,2     ,293
3374      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803242                               ,wiilink100        ,voyager           ,Skarmory  ,Tyranitar ,2     ,45
3377      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803163                               ,SixOfRobins       ,UDM31             ,Aerodactyl,Tyranitar ,2     ,40
3378      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803289                               ,FaceOFF3141       ,oopsalldeoxys     ,Salamence ,Zapdos    ,1     ,50
3379      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803311                               ,oopsalldeoxys     ,FaceOFF3141       ,Suicune   ,Metagross ,1     ,22
3376      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803154                               ,SixOfRobins       ,UDM31             ,Skarmory  ,Moltres   ,2     ,53
3380      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803321                               ,oopsalldeoxys     ,FaceOFF3141       ,Zapdos    ,Tyranitar ,2     ,175
3381      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803341                               ,HoChi_Pro         ,luisin            ,Zapdos    ,Salamence ,2     ,34
3382      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803348                               ,luisin            ,HoChi_Pro         ,Tyranitar ,Registeel ,1     ,141
3383      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803347                               ,Gonzasaurio 50    ,Hydreigon > Latias,Dugtrio   ,Raikou    ,1     ,14
3384      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803351                               ,Hydreigon > Latias,Gonzasaurio 50    ,Skarmory  ,Slaking   ,1     ,69
3385      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803355                               ,Gonzasaurio 50    ,Hydreigon > Latias,Tyranitar ,Salamence ,2     ,41
3386      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803361                               ,HexMoonie         ,NoBottlecapsBlisy ,Skarmory  ,Zapdos    ,1     ,25
3390      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803376                               ,Dridri457         ,Schmohg           ,Aerodactyl,Skarmory  ,1     ,63
3388      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803358                               ,Emerald_Harrold   ,DancingAlong      ,Salamence ,Tyranitar ,2     ,74
3389      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803366                               ,Emerald_Harrold   ,DancingAlong      ,Qwilfish  ,Medicham  ,2     ,28
3387      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803365                               ,NoBottlecapsBlisy ,HexMoonie         ,Salamence ,Metagross ,2     ,9
3391      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803380                               ,Schmohg           ,Dridri457         ,Suicune   ,Zapdos    ,1     ,28
3392      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803385                               ,Dridri457         ,Schmohg           ,Skarmory  ,Suicune   ,1     ,26
3393      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803369                               ,lexitg            ,Skarpherim©       ,Salamence ,Celebi    ,1     ,46
3394      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803372                               ,lexitg            ,Skarpherim©       ,Salamence ,Salamence ,2     ,56
3396      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803379                               ,zacpz             ,gorditoconbigote  ,Salamence ,Zapdos    ,1     ,35
3395      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803374                               ,lexitg            ,Skarpherim©       ,Zapdos    ,Tyranitar ,2     ,55
3397      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803383                               ,gorditoconbigote  ,zacpz             ,Zapdos    ,Zapdos    ,2     ,24
3398      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803081                               ,Jahim the Cream   ,JoJ707            ,Salamence ,Tyranitar ,2     ,58
3400      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803240                               ,Glick666          ,woeishuen         ,Tyranitar ,Salamence ,2     ,31
3399      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803083                               ,Jahim the Cream   ,JoJ707            ,Skarmory  ,Tyranitar ,2     ,55
3401      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803241                               ,Glick666          ,woeishuen         ,Gengar    ,Zapdos    ,2     ,17
3402      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803106                               ,Kenma likes males ,Dit Dus           ,Salamence ,Suicune   ,1     ,28
3403      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803108                               ,Dit Dus           ,Kenma likes males ,Zapdos    ,Hariyama  ,1     ,29
3404      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803114                               ,Kenma likes males ,Dit Dus           ,Jolteon   ,Jolteon   ,1     ,38
3405      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803062                               ,GarhamSandich     ,Doc. Steel        ,Medicham  ,Zapdos    ,2     ,32
3407      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803066                               ,GarhamSandich     ,Doc. Steel        ,Zapdos    ,Heracross ,1     ,13
3406      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803064                               ,GarhamSandich     ,Doc. Steel        ,Blissey   ,Tyranitar ,1     ,90
3408      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803111                               ,vbncvx            ,Biffo Banana      ,Zapdos    ,Tyranitar ,1     ,21
3410      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803181                               ,ComSeal           ,adv pride         ,Glalie    ,Zapdos    ,2     ,20
3409      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803113                               ,vbncvx            ,Biffo Banana      ,Metagross ,Vaporeon  ,1     ,34
3414      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803193                               ,euph0riADV        ,Big_Squatto       ,Zapdos    ,Salamence ,2     ,35
3411      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803183                               ,ComSeal           ,adv pride         ,Tyranitar ,Tyranitar ,2     ,66
3412      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803165                               ,lemoncholy        ,DimmyJean         ,Tyranitar ,Zapdos    ,1     ,67
3413      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803173                               ,lemoncholy        ,DimmyJean         ,Salamence ,Tyranitar ,1     ,39
3415      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803198                               ,euph0riADV        ,Big_Squatto       ,Tyranitar ,Breloom   ,2     ,35
3417      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803209                               ,Xamvius           ,The_App15         ,Salamence ,Tyranitar ,2     ,52
3418      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803343                               ,ccczzx            ,Donly Phans       ,Snorlax   ,Vaporeon  ,1     ,16
3419      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803353                               ,ccczzx            ,Donly Phans       ,Zapdos    ,Gengar    ,2     ,28
3416      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803205                               ,The_App15         ,Xamvius           ,Salamence ,Suicune   ,1     ,22
3420      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803356                               ,ccczzx            ,Donly Phans       ,Snorlax   ,Gengar    ,1     ,20
3421      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803095                               ,OfTheLethani      ,charku            ,Zapdos    ,Regirock  ,1     ,32
3423      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803103                               ,charku            ,OfTheLethani      ,Skarmory  ,Zapdos    ,1     ,32
3424      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803334                               ,shoegazes         ,tahat squared     ,Vaporeon  ,Tyranitar ,1     ,19
3422      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803098                               ,OfTheLethani      ,charku            ,Medicham  ,Skarmory  ,2     ,23
3425      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803337                               ,tahat squared     ,shoegazes         ,Salamence ,Zapdos    ,1     ,36
3429      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803278                               ,yyyyyfyyyyy       ,xDeacon           ,Salamence ,Salamence ,2     ,36
3426      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803349                               ,tahat squared     ,shoegazes         ,Metagross ,Zapdos    ,2     ,65
3427      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803275                               ,xDeacon           ,yyyyyfyyyyy       ,Zapdos    ,Metagross ,1     ,26
3430      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-802991                               ,MagsAndMiles      ,Shreddersam       ,Breloom   ,Metagross ,2     ,22
3428      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803276                               ,yyyyyfyyyyy       ,xDeacon           ,Tyranitar ,Tyranitar ,1     ,23
3431      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-802999                               ,MagsAndMiles      ,Shreddersam       ,Medicham  ,Metagross ,1     ,14
3432      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803004                               ,MagsAndMiles      ,Shreddersam       ,Zangoose  ,Tyranitar ,1     ,16
3433      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803377                               ,Salaryman William ,Kenava            ,Salamence ,Tyranitar ,2     ,27
3435      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803214                               ,aahaahaah         ,singingcrow       ,Jirachi   ,Suicune   ,2     ,21
3434      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803384                               ,Salaryman William ,Kenava            ,Slaking   ,Suicune   ,2     ,15
3437      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803201                               ,smollest brian    ,dustyfans         ,Zapdos    ,Breloom   ,2     ,17
3436      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803216                               ,aahaahaah         ,singingcrow       ,Skarmory  ,Aerodactyl,2     ,133
3438      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803204                               ,smollest brian    ,dustyfans         ,Gengar    ,Metagross ,1     ,30
3440      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803297                               ,VyoletRayn        ,Attalyn           ,Tyranitar ,Skarmory  ,1     ,34
3439      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803208                               ,smollest brian    ,dustyfans         ,Tyranitar ,Celebi    ,2     ,40
3441      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803316                               ,Attalyn           ,VyoletRayn        ,Breloom   ,Jolteon   ,2     ,21
3442      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803359                               ,DunsparceGamer    ,NekuYagokoro      ,Tyranitar ,Zapdos    ,1     ,22
3443      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803363                               ,NekuYagokoro      ,DunsparceGamer    ,Salamence ,Tyranitar ,2     ,115
3444      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803203                               ,drby              ,scootymcbooty123  ,Charizard ,Jolteon   ,2     ,34
3445      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803207                               ,drby              ,scootymcbooty123  ,Jolteon   ,Jolteon   ,2     ,30
3448      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803303                               ,CharBoy3000       ,AirPan            ,Umbreon   ,Suicune   ,2     ,17
3446      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803284                               ,AirPan            ,CharBoy3000       ,Tyranitar ,Metagross ,2     ,41
3447      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803295                               ,AirPan            ,CharBoy3000       ,Tyranitar ,Slaking   ,1     ,30
3449      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803335                               ,13ased            ,Lhions            ,Tyranitar ,Salamence ,1     ,34
3450      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803342                               ,Lhions            ,13ased            ,Tyranitar ,Tyranitar ,2     ,31
3451      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-802958                               ,yt-cyber-dj       ,stinkyaccountant  ,Skarmory  ,Forretress,1     ,75
3453      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803059                               ,Sorenz            ,msoft_j           ,Tyranitar ,Zapdos    ,1     ,28
3452      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-802989                               ,stinkyaccountant  ,yt-cyber-dj       ,Zapdos    ,Zapdos    ,2     ,49
3454      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803061                               ,msoft_j           ,Sorenz            ,Zapdos    ,Forretress,2     ,23
3455      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803318                               ,chiefbeef1234     ,busyboi           ,Medicham  ,Forretress,2     ,29
3457      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803140                               ,bydy2             ,Leeto64           ,Zapdos    ,Dodrio    ,1     ,35
3456      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803324                               ,chiefbeef1234     ,busyboi           ,Breloom   ,Zapdos    ,2     ,18
3460      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803191                               ,catmode           ,please ban rachi  ,Zapdos    ,Zapdos    ,1     ,13
3458      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803144                               ,bydy2             ,Leeto64           ,Zapdos    ,Salamence ,2     ,24
3459      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803146                               ,Leeto64           ,bydy2             ,Salamence ,Skarmory  ,2     ,28
3461      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803192                               ,catmode           ,please ban rachi  ,Tyranitar ,Glalie    ,1     ,22
3462      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803161                               ,SaunkGod          ,LTG               ,Zapdos    ,Skarmory  ,1     ,31
3463      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803169                               ,LTG               ,SaunkGod          ,Skarmory  ,Zapdos    ,1     ,23
3464      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803172                               ,LTG               ,SaunkGod          ,Skarmory  ,Zapdos    ,2     ,69
3465      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803087                               ,leng loi          ,drogasas          ,Zapdos    ,Zapdos    ,2     ,22
3466      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803090                               ,leng loi          ,drogasas          ,Zapdos    ,Tyranitar ,1     ,32
3467      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803091                               ,leng loi          ,drogasas          ,Salamence ,Skarmory  ,1     ,28
3468      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803110                               ,AutumnWailord     ,guebor            ,Jolteon   ,Zapdos    ,1     ,24
3469      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803112                               ,guebor            ,AutumnWailord     ,Forretress,Flygon    ,2     ,28
3471      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803219                               ,moistmania        ,azepto            ,Zapdos    ,Hariyama  ,1     ,43
3470      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803218                               ,azepto            ,moistmania        ,Forretress,Tyranitar ,2     ,35
3472      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803398                               ,jank_city.mp4     ,Buzzed27          ,Metagross ,Zapdos    ,1     ,50
3473      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803400                               ,Buzzed27          ,jank_city.mp4     ,Tyranitar ,Tyranitar ,2     ,38
3474      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803389                               ,FlareLiger        ,Girls See Ghosts  ,Metagross ,Flygon    ,2     ,26
3476      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803405                               ,Rebatca           ,Void              ,Jumpluff  ,Salamence ,2     ,94
3475      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803392                               ,FlareLiger        ,Girls See Ghosts  ,Tyranitar ,Tyranitar ,2     ,49
3478      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803407                               ,Rebatca           ,Void              ,Lanturn   ,Zapdos    ,2     ,31
3477      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803406                               ,Rebatca           ,Void              ,Breloom   ,Blissey   ,1     ,24
3479      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803391                               ,antantantantant   ,Seradess          ,Smeargle  ,Tyranitar ,2     ,25
3480      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803393                               ,antantantantant   ,Seradess          ,Metagross ,Tyranitar ,2     ,29
3481      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803408                               ,LilBigBamSam      ,xXEricXx          ,Hariyama  ,Blaziken  ,2     ,46
3482      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803409                               ,LilBigBamSam      ,xXEricXx          ,Tyranitar ,Raikou    ,1     ,32
3483      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803410                               ,LilBigBamSam      ,xXEricXx          ,Tyranitar ,Tyranitar ,2     ,197
3484      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803364                               ,Thebadger1230     ,Lemon LC          ,Zapdos    ,Zapdos    ,1     ,25
3486      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803370                               ,Lemon LC          ,Thebadger1230     ,Tyranitar ,Hariyama  ,2     ,31
3485      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803367                               ,Lemon LC          ,Thebadger1230     ,Swampert  ,Salamence ,1     ,79
3488      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803259                               ,squeenr           ,SSBM Nicki        ,Tyranitar ,Aerodactyl,1     ,57
3487      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803253                               ,squeenr           ,SSBM Nicki        ,Heracross ,Salamence ,2     ,38
3490      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803346                               ,EpiclyEpicGamerW  ,jozin457          ,Zapdos    ,Glalie    ,1     ,31
3489      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803270                               ,SSBM Nicki        ,squeenr           ,Suicune   ,Vaporeon  ,1     ,25
3491      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803352                               ,jozin457          ,EpiclyEpicGamerW  ,Magneton  ,Skarmory  ,2     ,11
3492      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803378                               ,tefoshark         ,asbolus verrucosus,Zapdos    ,Tyranitar ,1     ,32
3493      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803381                               ,tefoshark         ,asbolus verrucosus,Tyranitar ,Machamp   ,1     ,37
3494      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803290                               ,beignet2          ,KoboldSorcerer    ,Metagross ,Salamence ,2     ,65
3495      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803305                               ,beignet2          ,KoboldSorcerer    ,Tyranitar ,Tyranitar ,1     ,29
3496      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803312                               ,beignet2          ,KoboldSorcerer    ,Zapdos    ,Skarmory  ,1     ,21
3499      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803375                               ,triskeriaki       ,Jfaun             ,Venusaur  ,Zapdos    ,2     ,39
3501      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803387                               ,triskeriaki       ,Jfaun             ,Suicune   ,Tyranitar ,1     ,19
3498      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803373                               ,green.9082        ,ur_gfs_next_bf    ,Dugtrio   ,Tyranitar ,1     ,16
3497      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803371                               ,green.9082        ,ur_gfs_next_bf    ,Zapdos    ,Medicham  ,1     ,28
3500      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803382                               ,Jfaun             ,triskeriaki       ,Suicune   ,Raikou    ,2     ,32
3504      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803386                               ,Humorous Husband  ,realtimeglover    ,Arcanine  ,Metagross ,2     ,17
3503      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803395                               ,Ghostfall22       ,Loneling          ,Tyranitar ,Metagross ,1     ,45
3506      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803288                               ,RedCrimp          ,Kollin7           ,Suicune   ,Metagross ,2     ,28
3502      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803394                               ,Ghostfall22       ,Loneling          ,Tyranitar ,Metagross ,1     ,27
3509      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803336                               ,Sepulo            ,pokology2         ,Cloyster  ,Skarmory  ,2     ,19
3507      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803304                               ,Kollin7           ,RedCrimp          ,Medicham  ,Salamence ,2     ,53
3505      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803388                               ,Humorous Husband  ,realtimeglover    ,Tyranitar ,Skarmory  ,2     ,43
3510      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803345                               ,Sepulo            ,pokology2         ,Raikou    ,Zapdos    ,2     ,23
3511      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803231                               ,ojr               ,dicerat8          ,Salamence ,Tyranitar ,2     ,48
3508      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803330                               ,Kollin7           ,RedCrimp          ,Tyranitar ,Salamence ,1     ,104
3513      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803228                               ,violet river      ,ADV Fella         ,Swampert  ,Hitmontop ,1     ,32
3514      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803229                               ,violet river      ,ADV Fella         ,Tyranitar ,Skarmory  ,1     ,27
3512      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803232                               ,dicerat8          ,ojr               ,Slaking   ,Tyranitar ,1     ,23
3515      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803277                               ,blyargh           ,Blaniom           ,Tyranitar ,Celebi    ,1     ,40
3520      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803257                               ,wavyish           ,AC77              ,Breloom   ,Zapdos    ,2     ,33
3521      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803360                               ,TyCarter          ,dadaasdcfaw       ,Swampert  ,Jynx      ,1     ,16
3516      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803279                               ,Blaniom           ,blyargh           ,Suicune   ,Skarmory  ,1     ,72
3517      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803281                               ,blyargh           ,Blaniom           ,Tyranitar ,Zapdos    ,2     ,77
3519      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803254                               ,wavyish           ,AC77              ,Breloom   ,Zapdos    ,2     ,43
3518      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803249                               ,AC77              ,wavyish           ,Salamence ,Breloom   ,2     ,34
3523      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803317?p2                            ,Quarante8         ,blavand           ,Tyranitar ,Tyranitar ,2     ,24
3522      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803362                               ,dadaasdcfaw       ,TyCarter          ,Salamence ,Tyranitar ,2     ,30
3524      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803308?p2                            ,Quarante8         ,blavand           ,Tyranitar ,Salamence ,1     ,34
3530      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803403                               ,ThisGuyMuks       ,Xenocles          ,Salamence ,Salamence ,1     ,34
3526      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803292?p2                            ,Genexys           ,Segale            ,Salamence ,Tyranitar ,2     ,34
3528      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803399                               ,ThisGuyMuks       ,Xenocles          ,Snorlax   ,Skarmory  ,2     ,42
3527      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803300?p2                            ,Genexys           ,Segale            ,Zapdos    ,Metagross ,2     ,15
3529      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803402                               ,ThisGuyMuks       ,Xenocles          ,Zapdos    ,Tyranitar ,1     ,34
3531      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803344                               ,themessiah1       ,SBMalus           ,Vaporeon  ,Metagross ,1     ,17
3525      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803294?p2                            ,Quarante8         ,blavand           ,Tyranitar ,Zapdos    ,2     ,37
3533      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803287                               ,CazabichosPablo   ,Fear              ,Salamence ,Zapdos    ,1     ,45
3534      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803293                               ,Fear              ,CazabichosPablo   ,Zapdos    ,Machamp   ,1     ,32
3536      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803168                               ,Eg0r              ,EG Zelph          ,Hariyama  ,Tyranitar ,2     ,73
3532      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803354                               ,themessiah1       ,SBMalus           ,Tyranitar ,Tyranitar ,1     ,49
3537      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803175                               ,Eg0r              ,EG Zelph          ,Zapdos    ,Zapdos    ,1     ,27
3535      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803313                               ,CazabichosPablo   ,Fear              ,Tyranitar ,Dugtrio   ,2     ,53
3541      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803422                               ,bluesenergy00     ,Mister Tim        ,Suicune   ,Tyranitar ,1     ,25
3538      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803176                               ,Eg0r              ,EG Zelph          ,Metagross ,Metagross ,2     ,26
3540      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803421                               ,Mister Tim        ,bluesenergy00     ,Tyranitar ,Suicune   ,2     ,9
3539      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803418                               ,Mister Tim        ,bluesenergy00     ,Metagross ,Tyranitar ,2     ,72
3543      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-803438?p2                            ,lunasran          ,Ivoire            ,Breloom   ,Skarmory  ,2     ,69
