replay_num,replay_link                                                                              ,player_p1         ,player_p2         ,switch_p1a,switch_p2a,winner,turns
2         ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793794                               ,deathbydunsparce  ,MeEsSm            ,Salamence ,Tyranitar ,2     ,58
9         ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793795?p2                            ,The_App15         ,marsandback       ,Tyranitar ,Skarmory  ,2     ,70
3         ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793757                               ,Salaryman William ,donsmallow        ,Salamence ,Vaporeon  ,2     ,14
10        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793801                               ,diegoyuhhi        ,Yoink 0           ,Solrock   ,Salamence ,1     ,32
7         ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793827                               ,ADV Fella         ,stao              ,Metagross ,Zapdos    ,1     ,21
4         ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793758                               ,donsmallow        ,Salaryman William ,Zapdos    ,Salamence ,2     ,27
6         ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793824                               ,ADV Fella         ,stao              ,Hitmontop ,Skarmory  ,1     ,26
8         ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793792                               ,marsandback       ,The_App15         ,Salamence ,Salamence ,1     ,69
5         ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793759                               ,Salaryman William ,donsmallow        ,Slaking   ,Zapdos    ,1     ,10
1         ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793791?p2                            ,deathbydunsparce  ,MeEsSm            ,Skarmory  ,Tyranitar ,2     ,72
16        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793818                               ,Ktools            ,Cakeconnesseur    ,Medicham  ,Skarmory  ,2     ,61
11        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793806                               ,diegoyuhhi        ,Yoink 0           ,Metagross ,Salamence ,2     ,55
20        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793815                               ,her lips          ,xGangg            ,Tyranitar ,Jirachi   ,1     ,69
15        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793812                               ,Ktools            ,Cakeconnesseur    ,Aerodactyl,Salamence ,2     ,22
18        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793838                               ,Yuiis             ,ThisGuyMuks       ,Jirachi   ,Zapdos    ,2     ,31
13        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793761                               ,omghide           ,Seradess          ,Zapdos    ,Skarmory  ,2     ,31
19        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793811                               ,her lips          ,xGangg            ,Skarmory  ,Skarmory  ,2     ,30
12        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793813                               ,diegoyuhhi        ,Yoink 0           ,Tyranitar ,Zapdos    ,2     ,33
17        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793836                               ,Yuiis             ,ThisGuyMuks       ,Zapdos    ,Registeel ,2     ,77
14        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793762                               ,Seradess          ,omghide           ,Tyranitar ,Vaporeon  ,1     ,14
21        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793822                               ,her lips          ,xGangg            ,Gengar    ,Tyranitar ,2     ,17
23        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793890                               ,LexiTG            ,kug98             ,Skarmory  ,Nidoking  ,1     ,46
28        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793894                               ,SBMalus           ,CHICKENB00B       ,Medicham  ,Magneton  ,1     ,23
25        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793863                               ,AfroFaust         ,less19chara       ,Tyranitar ,Slaking   ,1     ,25
22        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793888                               ,LexiTG            ,kug98             ,Cloyster  ,Salamence ,1     ,25
29        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793780                               ,mint yerb         ,KoboldSorcerer    ,Medicham  ,Celebi    ,1     ,36
24        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793861                               ,less19chara       ,AfroFaust         ,Charizard ,Medicham  ,1     ,33
26        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793868                               ,less19chara       ,AfroFaust         ,Zapdos    ,Salamence ,1     ,46
27        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793893                               ,SBMalus           ,CHICKENB00B       ,Tyranitar ,Magneton  ,1     ,71
30        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793781                               ,mint yerb         ,KoboldSorcerer    ,Furret    ,Skarmory  ,2     ,71
31        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793787                               ,mint yerb         ,KoboldSorcerer    ,Medicham  ,Glalie    ,1     ,14
32        ,https://replay.pokemonshowdown.com/gen3ou-2213760778-871i4top30wu9d5mle9llaad6xqjhyfpw   ,swope             ,Svejk97           ,Zapdos    ,Smeargle  ,1     ,53
33        ,https://replay.pokemonshowdown.com/gen3ou-2213772581-q32iwncstf9dmkes3lic2all9d7xog2pw   ,swope             ,Svejk97           ,Zapdos    ,Gyarados  ,2     ,31
34        ,https://replay.pokemonshowdown.com/gen3ou-2213780205-olsnvnf2aiox1ely5ct1iue94n528u4pw   ,swope             ,Svejk97           ,Skarmory  ,Smeargle  ,1     ,45
35        ,https://replay.pokemonshowdown.com/gen3ou-2213626355-1nnlmcc6qff6qk5y0xoaj6cglcgdlkapw   ,reptikrook        ,GarhamSandich     ,Zapdos    ,Metagross ,2     ,55
36        ,https://replay.pokemonshowdown.com/gen3ou-2213633888-g94y0m0pz7huw3p7oi97yvjrz6gb4tgpw   ,GarhamSandich     ,reptikrook        ,Metagross ,Blaziken  ,1     ,70
37        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793766                               ,Deckline          ,salmonlad         ,Metagross ,Zapdos    ,1     ,20
39        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793776                               ,Chrisjde          ,Banyanya          ,Charizard ,Zapdos    ,2     ,30
40        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793777                               ,Chrisjde          ,Banyanya          ,Vaporeon  ,Salamence ,1     ,25
38        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793769                               ,Deckline          ,salmonlad         ,Smeargle  ,Salamence ,1     ,28
41        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793778                               ,Chrisjde          ,Banyanya          ,Forretress,Forretress,1     ,23
43        ,https://replay.pokemonshowdown.com/gen3ou-2213761993                                     ,AirPan            ,CazabichosPablo   ,Tyranitar ,Tyranitar ,2     ,39
42        ,https://replay.pokemonshowdown.com/gen3ou-2213759809                                     ,CazabichosPablo   ,AirPan            ,Machamp   ,Cloyster  ,1     ,19
44        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793900                               ,HunarPG           ,theamazingeevee   ,Salamence ,Tyranitar ,1     ,21
48        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793856                               ,Crab person       ,ComSeal           ,Zapdos    ,Glalie    ,1     ,24
47        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793923                               ,Big Chungus irl   ,tanao             ,Tyranitar ,Salamence ,1     ,75
49        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793857                               ,Crab person       ,ComSeal           ,Solrock   ,Salamence ,1     ,20
45        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793901                               ,HunarPG           ,theamazingeevee   ,Metagross ,Blaziken  ,1     ,17
46        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793922                               ,Big Chungus irl   ,tanao             ,Skarmory  ,Tyranitar ,1     ,79
50        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793934                               ,shitking          ,RedCrimp          ,Skarmory  ,Tyranitar ,2     ,37
52        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793910                               ,incognidoqueen    ,herold_man        ,Venusaur  ,Skarmory  ,1     ,32
51        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793937                               ,shitking          ,RedCrimp          ,Zapdos    ,Jynx      ,2     ,24
53        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793911                               ,herold_man        ,incognidoqueen    ,Regirock  ,Slaking   ,1     ,27
55        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793946                               ,perogee           ,ALlCE             ,Metagross ,Skarmory  ,2     ,19
54        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793912                               ,incognidoqueen    ,herold_man        ,Aerodactyl,Skarmory  ,1     ,45
58        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793972                               ,AutumnWailord     ,BlackWhiteMagic   ,Metagross ,Tyranitar ,1     ,45
56        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793943                               ,perogee           ,ALlCE             ,Skarmory  ,Zapdos    ,2     ,38
57        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793970                               ,AutumnWailord     ,BlackWhiteMagic   ,Regirock  ,Solrock   ,1     ,28
59        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793915                               ,Christos          ,alphasapphire918  ,Zapdos    ,Metagross ,1     ,39
60        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793916                               ,Christos          ,alphasapphire918  ,Tyranitar ,Metagross ,1     ,37
61        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793879                               ,dustyfans         ,Justblamehax      ,Tauros    ,Zapdos    ,1     ,59
62        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793884                               ,dustyfans         ,Justblamehax      ,Metagross ,Slaking   ,2     ,28
63        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793887                               ,dustyfans         ,Justblamehax      ,Celebi    ,Zapdos    ,2     ,45
64        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793960                               ,xdeacon           ,duckstroyer       ,Salamence ,Skarmory  ,1     ,57
65        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793967                               ,xdeacon           ,duckstroyer       ,Salamence ,Skarmory  ,2     ,55
68        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793990?p2                            ,Vangaio           ,Derevien          ,Zapdos    ,Blaziken  ,2     ,35
67        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793986                               ,Derevien          ,Vangaio           ,Smeargle  ,Suicune   ,1     ,25
66        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793971?p2                            ,duckstroyer       ,xdeacon           ,Salamence ,Salamence ,2     ,47
69        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793995                               ,Darksamer         ,Loeffelbiskuit98  ,Zapdos    ,Zapdos    ,2     ,22
70        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793997                               ,Loeffelbiskuit98  ,Darksamer         ,Metagross ,Zapdos    ,2     ,26
71        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793999                               ,Darksamer         ,Loeffelbiskuit98  ,Zapdos    ,Zapdos    ,1     ,20
74        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794008                               ,Organic Oranges   ,niiiccck          ,Salamence ,Forretress,1     ,32
73        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794009                               ,emma_emma_emma    ,Tasmanian Demon   ,Salamence ,Hariyama  ,2     ,38
72        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794007                               ,emma_emma_emma    ,Tasmanian Demon   ,Aerodactyl,Tyranitar ,2     ,31
75        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794015                               ,Organic Oranges   ,niiiccck          ,Metagross ,Forretress,1     ,17
76        ,https://replay.pokemonshowdown.com/gen3ou-2214586563-nmmps9q0ref5c55pa0rs9cssytgwnstpw?p2,Carfrogs          ,basilberry        ,Salamence ,Vaporeon  ,2     ,31
79        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794032                               ,zinc3             ,fuckboyLenny      ,Swampert  ,Jynx      ,1     ,23
77        ,https://replay.pokemonshowdown.com/gen3ou-2214591815-rrw96vmyo8w7up2w1258i02ezyd3hfupw?p2,Carfrogs          ,basilberry        ,Zapdos    ,Vaporeon  ,2     ,28
78        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794028                               ,fuckboyLenny      ,zinc3             ,Salamence ,Skarmory  ,1     ,32
80        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794034                               ,fuckboyLenny      ,zinc3             ,Tyranitar ,Tyranitar ,2     ,62
82        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794062                               ,Thebadger1230     ,draccuscomun      ,Metagross ,Salamence ,2     ,49
83        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794075                               ,Thebadger1230     ,draccuscomun      ,Hariyama  ,Vaporeon  ,1     ,27
84        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794047                               ,ByrneBabyyyyy     ,Buzzed27          ,Salamence ,Zapdos    ,2     ,30
81        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794050                               ,draccuscomun      ,Thebadger1230     ,Hariyama  ,Zapdos    ,2     ,41
85        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794054                               ,ByrneBabyyyyy     ,Buzzed27          ,Salamence ,Zapdos    ,2     ,122
86        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794093                               ,GreenCity         ,Emerald_Harrold   ,Tyranitar ,Glalie    ,1     ,24
87        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794100                               ,GreenCity         ,Emerald_Harrold   ,Salamence ,Suicune   ,1     ,36
88        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794039                               ,Rovels            ,melninja          ,Regirock  ,Hariyama  ,1     ,34
89        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794042                               ,melninja          ,Rovels            ,Metagross ,Slaking   ,2     ,57
94        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794030                               ,Janis105          ,suhayb1910        ,Tyranitar ,Vaporeon  ,1     ,36
93        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794044                               ,ilikeeatingcrayons,Glick666          ,Skarmory  ,Skarmory  ,1     ,44
90        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794022                               ,Faantome          ,Rebatca           ,Tyranitar ,Steelix   ,1     ,23
92        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794040                               ,ilikeeatingcrayons,Glick666          ,Skarmory  ,Skarmory  ,1     ,56
91        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794025                               ,Rebatca           ,Faantome          ,Marowak   ,Jynx      ,2     ,26
96        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794037                               ,suhayb1910        ,Janis105          ,Skarmory  ,Hariyama  ,2     ,23
95        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794035                               ,Janis105          ,suhayb1910        ,Medicham  ,Zapdos    ,2     ,22
97        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794133                               ,VIELZADA          ,yyyyyfyyyyy       ,Skarmory  ,Metagross ,2     ,15
98        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794136                               ,VIELZADA          ,yyyyyfyyyyy       ,Blaziken  ,Zapdos    ,2     ,45
100       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794158                               ,Hexmoonie         ,Yallen            ,Metagross ,Raikou    ,1     ,38
101       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794149                               ,Wifike            ,DiamondDiancie25  ,Tyranitar ,Blaziken  ,2     ,47
99        ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794155                               ,Hexmoonie         ,Yallen            ,Zapdos    ,Raikou    ,1     ,54
102       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794154                               ,DiamondDiancie25  ,Wifike            ,Vaporeon  ,Skarmory  ,2     ,24
104       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793998                               ,antantantantant   ,hiyahahahaha      ,Metagross ,Tyranitar ,1     ,27
103       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794156                               ,DiamondDiancie25  ,Wifike            ,Snorlax   ,Skarmory  ,1     ,16
107       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793932                               ,RevivalTyp        ,Count Sliggoo II  ,Glalie    ,Tyranitar ,1     ,31
106       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793929                               ,RevivalTyp        ,Count Sliggoo II  ,Zapdos    ,Zapdos    ,2     ,70
105       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794001                               ,hiyahahahaha      ,antantantantant   ,Regirock  ,Tyranitar ,2     ,33
108       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793935                               ,RevivalTyp        ,Count Sliggoo II  ,Zapdos    ,Zapdos    ,1     ,54
109       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793982                               ,Baptosta          ,4lowrey           ,Heracross ,Tyranitar ,1     ,50
111       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793988                               ,Baptosta          ,4lowrey           ,Tyranitar ,Tyranitar ,2     ,54
110       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793985                               ,4lowrey           ,Baptosta          ,Tyranitar ,Salamence ,1     ,52
112       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793940?p2                            ,mysticaisand      ,azepto            ,Suicune   ,Tyranitar ,2     ,32
113       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793942                               ,mysticaisand      ,azepto            ,Suicune   ,Tyranitar ,1     ,61
114       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793950                               ,azepto            ,mysticaisand      ,Metagross ,Suicune   ,2     ,51
116       ,https://replay.pokemonshowdown.com/gen3ou-2214662890                                     ,CD56              ,SixOfRobins       ,Zapdos    ,Metagross ,1     ,32
117       ,https://replay.pokemonshowdown.com/gen3ou-2214667128                                     ,SixOfRobins       ,CD56              ,Zapdos    ,Tyranitar ,1     ,27
115       ,https://replay.pokemonshowdown.com/gen3ou-2214654026                                     ,CD56              ,SixOfRobins       ,Metagross ,Tyranitar ,2     ,78
118       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794121                               ,chad.lagos        ,Tyxerns           ,Zapdos    ,Skarmory  ,2     ,37
121       ,https://replay.pokemonshowdown.com/gen3ou-2214707358-jtap5asse3mqdmu30upvjhq8bkui41hpw   ,please ban rachi  ,Dimiswooner       ,Glalie    ,Hariyama  ,1     ,37
119       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794128                               ,chad.lagos        ,Tyxerns           ,Zapdos    ,Skarmory  ,2     ,28
122       ,https://replay.pokemonshowdown.com/gen3ou-2214716151-t0hc9pdi7wt4i5qrpdprlytkvot2oc4pw   ,please ban rachi  ,Dimiswooner       ,Tyranitar ,Zapdos    ,1     ,82
120       ,https://replay.pokemonshowdown.com/gen3ou-2214695939-3jt0vcrezff69ao2cdz9d1eicuerqv6pw   ,please ban rachi  ,Dimiswooner       ,Salamence ,Metagross ,2     ,52
123       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794052                               ,TheComanderXD     ,Altina            ,Tyranitar ,Tyranitar ,1     ,38
124       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794066                               ,Altina            ,TheComanderXD     ,Tyranitar ,Zapdos    ,2     ,25
125       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794132                               ,5darkelves        ,AC77              ,Skarmory  ,Swampert  ,2     ,32
126       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794137                               ,5darkelves        ,AC77              ,Tyranitar ,Zapdos    ,1     ,32
127       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794139                               ,5darkelves        ,AC77              ,Tyranitar ,Zapdos    ,1     ,34
128       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794096?p2                            ,elale0803         ,Colteor           ,Mawile    ,Cloyster  ,2     ,25
131       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794134                               ,Genoz             ,Eduardo Carapinga ,Zapdos    ,Zapdos    ,2     ,50
130       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794109?p2                            ,elale0803         ,Colteor           ,Solrock   ,Tyranitar ,2     ,27
129       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794101?p2                            ,elale0803         ,Colteor           ,Tyranitar ,Blaziken  ,1     ,48
132       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794140                               ,Eduardo Carapinga ,Genoz             ,Zapdos    ,Metagross ,1     ,25
133       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793858                               ,Pak               ,aldrich_unfaithful,Salamence ,Tyranitar ,1     ,54
134       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793859?p2                            ,aldrich_unfaithful,Pak               ,Glalie    ,Tyranitar ,2     ,32
136       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793785                               ,GoldThe1andOnly   ,GreenCatKid       ,Glalie    ,Skarmory  ,1     ,35
137       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793789                               ,GreenCatKid       ,GoldThe1andOnly   ,Skarmory  ,Metagross ,1     ,62
135       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793779                               ,GreenCatKid       ,GoldThe1andOnly   ,Salamence ,Tyranitar ,1     ,88
138       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794018                               ,G3neralR3van      ,FREEYSL321        ,Tyranitar ,Skarmory  ,1     ,26
140       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794180                               ,MeatballSpaghetti ,a nu treid        ,Tyranitar ,Metagross ,2     ,37
139       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794020                               ,FREEYSL321        ,G3neralR3van      ,Skarmory  ,Zapdos    ,2     ,46
142       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794179                               ,MeatballSpaghetti ,a nu treid        ,Salamence ,Salamence ,1     ,17
141       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794184                               ,a nu treid        ,MeatballSpaghetti ,Zapdos    ,Suicune   ,2     ,22
143       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794080?p2                            ,Antinomy22        ,SlamonBbq         ,Salamence ,Zapdos    ,2     ,117
144       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794094?p2                            ,Antinomy22        ,SlamonBbq         ,Salamence ,Venusaur  ,2     ,43
145       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793832                               ,datguycactus      ,swinubfan123      ,Tyranitar ,Charizard ,1     ,29
146       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793833                               ,swinubfan123      ,datguycactus      ,Metagross ,Tyranitar ,2     ,54
147       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794099                               ,TaviTavi          ,auxplr            ,Salamence ,Tyranitar ,2     ,51
148       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794107                               ,auxplr            ,TaviTavi          ,Salamence ,Tyranitar ,2     ,44
149       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794113                               ,auxplr            ,TaviTavi          ,Breloom   ,Salamence ,1     ,57
151       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793871                               ,B.B.H00D          ,prof clue         ,Tyranitar ,Metagross ,2     ,61
150       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793865                               ,prof clue         ,B.B.H00D          ,Salamence ,Jolteon   ,1     ,35
152       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794129                               ,WW_FortniteGamR   ,MCJD931           ,Tyranitar ,Salamence ,2     ,33
153       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794130                               ,WW_FortniteGamR   ,MCJD931           ,Zapdos    ,Tyranitar ,2     ,49
154       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794157                               ,ShellyYGO         ,Attalyn           ,Zapdos    ,Tyranitar ,1     ,37
156       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794163                               ,ShellyYGO         ,Attalyn           ,Tyranitar ,Tyranitar ,2     ,34
155       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794160                               ,ShellyYGO         ,Attalyn           ,Zapdos    ,Jolteon   ,2     ,34
158       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794051                               ,HeyYa!_Forte      ,Doc. Steel        ,Zapdos    ,Blaziken  ,2     ,27
157       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794043                               ,Doc. Steel        ,HeyYa!_Forte      ,Tyranitar ,Skarmory  ,0     ,53
160       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794069                               ,HeyYa!_Forte      ,Doc. Steel        ,Medicham  ,Tyranitar ,1     ,48
159       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794059                               ,HeyYa!_Forte      ,Doc. Steel        ,Medicham  ,Jynx      ,1     ,24
161       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793941                               ,Gen 1 for eva     ,charku            ,Skarmory  ,Regirock  ,1     ,21
162       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793945                               ,Gen 1 for eva     ,charku            ,Skarmory  ,Zapdos    ,1     ,31
163       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793984                               ,urenext°•°        ,MintChocolateGuy  ,Aerodactyl,Heracross ,2     ,34
165       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793947                               ,lemoncholy        ,jozin457          ,Zapdos    ,Snorlax   ,2     ,23
166       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793949                               ,lemoncholy        ,jozin457          ,Salamence ,Zapdos    ,2     ,36
164       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793989                               ,urenext°•°        ,MintChocolateGuy  ,Metagross ,Suicune   ,2     ,34
169       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794165                               ,dajib             ,doh5604           ,Tyranitar ,Zapdos    ,1     ,26
167       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794159                               ,dajib             ,doh5604           ,Salamence ,Tyranitar ,1     ,30
171       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794017                               ,jeem16            ,ProfessorKid      ,Forretress,Salamence ,2     ,30
168       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794162                               ,doh5604           ,dajib             ,Zapdos    ,Medicham  ,1     ,18
170       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794005                               ,jeem16            ,ProfessorKid      ,Hariyama  ,Salamence ,1     ,55
173       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793847                               ,yd12k             ,nick_parenti      ,Jirachi   ,Espeon    ,1     ,33
172       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794019                               ,jeem16            ,ProfessorKid      ,Jolteon   ,Jirachi   ,1     ,272
175       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794029                               ,T1W1B             ,Biffo Banana      ,Zapdos    ,Tyranitar ,2     ,22
174       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793841                               ,yd12k             ,nick_parenti      ,Jirachi   ,Espeon    ,1     ,38
177       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794033                               ,T1W1B             ,Biffo Banana      ,Zapdos    ,Suicune   ,1     ,23
176       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794031                               ,T1W1B             ,Biffo Banana      ,Skarmory  ,Skarmory  ,1     ,31
180       ,https://replay.pokemonshowdown.com/gen3ou-2215102008-mmlsxw3cuo2rwcjgcjtnbsqq7p779btpw   ,Daeronchick       ,Koentjelub        ,Tyranitar ,Tyranitar ,2     ,42
179       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794011                               ,yuramas           ,zxgzxg            ,Tyranitar ,Salamence ,2     ,29
183       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794120                               ,KeshBa45          ,beeoi             ,Zapdos    ,Suicune   ,1     ,46
182       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794124                               ,KeshBa45          ,beeoi             ,Zapdos    ,Tyranitar ,1     ,29
